empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,dept,salary
4546,0.8,0.7,6,231,4,0,0,0,technical,medium
4547,0.29,0.81,3,189,6,0,0,0,technical,low
4548,0.43,0.85,6,168,2,0,0,0,technical,low
4549,0.99,0.93,3,261,3,0,0,0,technical,low
4550,0.86,0.51,4,152,3,0,0,0,technical,low
4551,0.85,0.78,5,263,2,1,0,0,technical,low
4552,0.66,0.68,3,258,3,0,0,0,technical,low
4553,0.57,0.99,3,205,3,0,0,0,technical,low
4554,0.31,0.64,6,183,2,1,0,0,technical,low
4555,0.88,0.88,3,153,3,0,0,0,technical,low
4556,0.72,0.72,5,194,4,0,0,0,technical,low
4557,0.75,0.66,4,202,2,0,0,0,support,low
4558,0.82,0.71,4,164,4,0,0,0,support,low
4559,0.82,0.67,3,213,2,0,0,0,support,low
4560,0.15,0.52,4,265,6,0,0,0,support,low
4561,0.16,0.88,6,218,3,0,0,0,support,low
4562,0.95,0.4,5,286,4,0,0,0,support,low
4563,0.87,0.73,3,172,3,1,0,0,support,low
4564,0.85,0.89,4,251,2,0,0,0,support,low
4565,0.58,0.6,3,110,3,1,0,0,support,low
4566,0.63,0.86,3,269,4,0,0,0,support,low
4567,0.69,0.68,3,151,3,1,0,0,support,low
4568,0.53,0.85,5,161,2,0,0,0,technical,medium
4569,0.96,0.71,4,210,3,0,0,0,technical,medium
4570,0.73,0.83,2,167,3,0,0,0,technical,medium
4571,0.5,0.6,3,270,3,1,0,0,management,medium
4572,0.81,0.83,3,133,3,1,0,0,IT,medium
4573,0.82,0.59,3,249,3,0,0,0,IT,medium
4574,0.76,0.72,4,266,3,0,0,0,IT,medium
4575,0.27,0.82,4,276,2,0,0,0,IT,medium
4576,0.64,0.38,6,215,3,0,0,0,IT,medium
4577,0.57,0.9,3,262,2,0,0,0,product_mng,medium
4578,0.49,0.84,5,193,3,0,0,0,product_mng,medium
4579,0.66,0.92,2,102,4,0,0,0,product_mng,medium
4580,0.71,0.36,4,278,4,1,0,0,product_mng,high
4581,0.61,0.63,3,250,4,0,0,0,IT,low
4582,0.52,0.89,5,193,4,0,0,0,RandD,medium
4583,0.62,0.91,3,133,3,0,0,0,RandD,medium
4584,0.98,0.65,4,216,4,0,0,0,RandD,medium
4585,0.67,0.56,5,174,2,1,0,0,RandD,medium
4586,0.85,0.62,2,280,4,0,0,0,RandD,low
4587,0.84,0.85,4,246,2,0,0,0,marketing,low
4588,1,0.53,3,142,3,0,0,0,sales,low
4589,0.72,0.76,4,144,3,1,0,0,accounting,low
4590,0.66,0.75,6,100,4,1,0,0,support,low
4591,0.64,0.71,5,212,2,0,0,0,technical,low
4592,1,0.76,5,201,3,0,0,0,management,low
4593,0.75,0.59,5,206,2,0,0,0,marketing,low
4594,0.81,0.77,4,197,3,0,0,0,marketing,low
4595,0.31,0.98,5,232,5,0,0,0,marketing,low
4596,0.32,0.97,6,272,2,0,0,0,sales,low
4597,0.48,0.5,4,173,3,0,0,0,sales,low
4598,0.62,0.42,2,124,2,0,0,0,sales,low
4599,0.77,0.86,5,282,4,0,0,0,sales,low
4600,0.76,0.8,2,219,4,1,0,0,sales,low
4601,0.68,0.41,3,106,6,0,0,0,sales,low
4602,0.72,0.79,4,192,4,0,0,0,sales,low
4603,0.87,0.91,5,190,2,0,0,0,sales,low
4604,0.59,0.57,2,156,2,0,0,0,sales,low
4605,0.7,0.64,3,180,2,0,0,0,sales,low
4606,0.73,0.81,4,245,2,0,0,0,sales,low
4607,0.58,0.62,3,169,2,0,0,0,sales,medium
4608,0.64,0.66,3,188,4,0,0,0,sales,medium
4609,0.89,0.66,5,224,2,0,0,0,sales,medium
4610,0.95,0.71,3,263,2,1,0,0,sales,medium
4611,0.84,0.9,3,262,2,0,0,0,sales,medium
4612,0.6,0.99,4,225,3,0,0,0,sales,medium
4613,0.71,0.63,5,224,3,1,0,0,sales,medium
4614,0.6,0.95,3,266,3,0,0,0,sales,medium
4615,0.91,0.68,3,218,3,1,0,0,accounting,medium
4616,0.75,1,3,102,3,0,0,0,accounting,medium
4617,0.7,0.67,4,181,3,0,0,0,accounting,medium
4618,0.23,0.64,5,150,5,0,0,0,hr,medium
4619,0.73,0.83,4,270,2,0,0,0,hr,high
4620,0.99,0.49,4,270,2,0,0,0,hr,low
4621,0.62,0.68,5,265,3,0,0,0,hr,medium
4622,0.98,0.89,4,169,3,0,0,0,technical,medium
4623,0.61,0.94,3,224,4,0,0,0,technical,medium
4624,0.52,0.92,3,150,2,1,0,0,technical,medium
4625,0.65,0.66,5,239,4,0,0,0,technical,low
4626,0.59,0.9,3,245,3,1,0,0,technical,low
4627,0.71,0.8,3,182,2,1,0,0,technical,low
4628,0.18,0.7,5,182,4,0,0,0,technical,low
4629,0.21,0.93,4,243,4,0,0,0,technical,low
4630,0.15,0.67,6,209,5,0,0,0,technical,low
4631,0.97,0.53,4,195,4,0,0,0,technical,low
4632,0.39,0.48,3,190,2,0,0,0,technical,low
4633,0.35,0.66,2,140,2,0,0,0,support,medium
4634,0.88,0.58,4,147,4,0,0,0,support,medium
4635,0.58,0.97,3,265,3,0,0,0,support,medium
4636,0.61,0.78,3,238,2,0,0,0,support,medium
4637,0.59,0.98,3,155,3,0,0,0,support,medium
4638,0.55,0.41,4,132,5,1,0,0,support,medium
4639,0.52,0.8,5,257,3,0,0,0,support,medium
4640,0.71,0.77,2,255,3,0,0,0,support,medium
4641,0.63,0.82,5,229,2,0,0,0,support,medium
4642,0.17,0.84,5,216,4,0,0,0,support,medium
4643,0.95,0.49,4,269,4,0,0,0,support,medium
4644,1,0.73,3,205,2,0,0,0,technical,medium
4645,0.73,0.96,2,151,3,0,0,0,technical,medium
4646,0.8,0.64,4,246,3,1,0,0,technical,medium
4647,0.63,0.8,4,256,4,0,0,0,management,medium
4648,0.95,0.59,4,235,3,0,0,0,IT,medium
4649,0.75,0.83,4,229,2,0,0,0,IT,medium
4650,0.64,0.72,5,158,3,0,0,0,IT,medium
4651,0.72,1,3,197,3,0,0,0,IT,medium
4652,0.72,0.53,3,151,4,0,0,0,IT,medium
4653,0.85,0.63,3,167,3,0,0,0,product_mng,medium
4654,0.24,0.94,4,146,4,0,0,0,product_mng,medium
4655,0.69,0.53,4,281,4,0,0,0,product_mng,medium
4656,0.69,0.7,3,212,2,0,0,0,product_mng,medium
4657,0.87,0.59,5,261,3,0,0,0,IT,medium
4658,0.78,0.91,3,238,2,0,0,0,RandD,high
4659,0.76,0.74,4,235,3,0,0,0,RandD,high
4660,0.35,0.7,3,107,3,0,0,0,RandD,high
4661,0.88,0.59,6,243,4,0,0,0,RandD,high
4662,0.78,0.79,5,233,3,1,0,0,RandD,high
4663,0.36,0.42,3,206,5,0,0,0,marketing,high
4664,0.24,0.7,5,172,4,0,0,0,sales,high
4665,0.55,0.82,3,248,2,0,0,0,accounting,high
4666,0.91,0.53,3,147,4,1,0,0,support,high
4667,0.66,0.61,5,259,3,0,0,0,technical,high
4668,0.57,0.82,3,267,3,0,0,0,management,high
4669,0.64,0.64,3,263,3,0,0,0,marketing,high
4670,0.63,0.98,3,160,4,1,0,0,marketing,low
4671,0.49,0.92,5,176,3,0,0,0,marketing,low
4672,0.7,0.7,3,224,3,0,0,0,sales,low
4673,0.3,0.71,3,155,2,0,0,0,sales,low
4674,0.51,0.52,3,132,3,0,0,0,sales,low
4675,0.71,0.87,5,173,3,0,0,0,sales,low
4676,0.64,0.67,3,165,3,0,0,0,sales,low
4677,0.67,0.66,6,272,3,0,0,0,sales,low
4678,0.83,0.94,5,156,3,1,0,0,sales,low
4679,0.92,0.96,3,154,2,1,0,0,sales,low
4680,0.84,0.53,3,237,3,1,0,0,sales,low
4681,0.97,0.75,2,271,6,0,0,0,sales,low
4682,0.19,0.91,6,152,3,0,0,0,sales,low
4683,0.86,0.51,4,152,3,1,0,0,sales,low
4684,0.71,0.69,3,172,3,0,0,0,sales,low
4685,0.76,0.56,4,214,2,1,0,0,sales,medium
4686,0.68,0.88,5,201,3,0,0,0,sales,medium
4687,0.61,0.99,2,275,3,1,0,0,sales,medium
4688,0.85,0.79,3,156,3,0,0,0,sales,medium
4689,0.84,0.89,3,234,2,0,0,0,sales,medium
4690,0.62,0.63,2,123,2,0,0,0,sales,medium
4691,0.77,0.76,3,201,4,0,0,0,accounting,medium
4692,0.79,0.93,5,160,4,1,0,0,accounting,medium
4693,0.97,0.5,3,173,2,0,0,0,accounting,medium
4694,0.59,0.61,4,141,2,1,0,0,hr,medium
4695,0.93,0.62,3,231,6,0,0,0,hr,medium
4696,0.85,0.54,4,174,2,0,0,0,hr,medium
4697,0.7,0.57,4,211,3,0,0,0,hr,high
4698,0.54,0.91,3,249,3,0,0,0,technical,high
4699,0.42,0.86,2,108,5,0,0,0,technical,high
4700,0.96,0.75,4,165,3,0,0,0,technical,high
4701,0.58,0.8,3,181,4,0,0,0,technical,high
4702,0.61,0.59,3,237,2,0,0,0,technical,high
4703,0.62,0.97,5,180,2,0,0,0,technical,high
4704,0.68,0.7,3,209,3,0,0,0,technical,high
4705,0.6,0.73,3,191,5,1,0,0,technical,low
4706,0.7,0.91,4,181,2,1,0,0,technical,low
4707,0.65,0.55,4,250,2,0,0,0,technical,low
4708,0.48,0.59,2,179,2,0,0,0,technical,low
4709,0.75,0.73,3,225,4,0,0,0,support,low
4710,0.69,0.78,5,267,2,1,0,0,support,low
4711,0.34,0.46,2,169,2,1,0,0,support,low
4712,0.59,0.49,4,164,3,0,0,0,support,low
4713,0.94,0.95,4,155,3,0,0,0,support,medium
4714,0.98,0.77,5,223,2,1,0,0,support,medium
4715,0.72,0.66,3,160,3,0,0,0,support,medium
4716,0.79,0.7,4,268,2,0,0,0,support,medium
4717,0.54,0.61,4,151,4,1,0,0,support,medium
4718,0.73,0.95,3,156,2,0,0,0,support,medium
4719,0.82,0.58,4,136,3,0,0,0,support,medium
4720,0.57,0.45,3,189,2,0,0,0,technical,medium
4721,0.98,0.93,5,203,2,0,0,0,technical,medium
4722,0.91,0.65,5,174,2,0,0,0,technical,medium
4723,0.72,0.91,3,239,2,0,0,0,management,medium
4724,0.48,0.73,5,152,6,0,0,0,IT,medium
4725,0.57,0.86,4,268,6,0,0,0,IT,medium
4726,0.86,0.96,4,146,3,0,0,0,IT,medium
4727,0.63,0.85,3,232,4,0,0,0,IT,medium
4728,0.81,0.52,3,255,5,0,0,0,IT,medium
4729,0.21,0.37,4,129,4,0,0,0,product_mng,medium
4730,0.9,0.66,3,261,3,1,0,0,product_mng,medium
4731,0.79,0.78,3,101,2,1,0,0,product_mng,medium
4732,0.95,0.49,4,229,3,0,0,0,product_mng,medium
4733,0.29,0.43,3,162,4,0,0,0,IT,medium
4734,0.81,0.52,4,270,3,0,0,0,RandD,medium
4735,0.21,0.56,6,277,5,0,0,0,RandD,medium
4736,0.7,0.83,5,261,4,0,0,0,RandD,high
4737,0.66,0.64,4,204,2,0,0,0,RandD,low
4738,0.16,0.86,2,215,2,0,0,0,RandD,medium
4739,0.72,0.8,3,219,3,0,0,0,marketing,medium
4740,0.51,0.5,3,147,4,0,0,0,sales,medium
4741,0.59,0.63,5,243,2,0,0,0,accounting,medium
4742,0.66,0.4,2,155,5,1,0,0,support,medium
4743,0.69,0.84,3,253,2,0,0,0,technical,medium
4744,0.69,0.94,4,235,3,0,0,0,management,medium
4745,0.89,0.79,5,257,3,0,0,0,marketing,medium
4746,0.52,0.56,4,225,2,0,0,0,marketing,medium
4747,0.91,0.91,3,167,3,0,0,0,marketing,medium
4748,0.96,0.53,5,224,4,0,0,0,sales,low
4749,0.8,0.58,5,127,3,0,0,0,sales,low
4750,0.55,0.77,3,256,3,1,0,0,sales,low
4751,0.93,0.63,4,233,2,0,0,0,sales,low
4752,0.93,0.86,4,169,4,0,0,0,sales,low
4753,0.54,0.48,3,152,2,0,0,0,sales,low
4754,0.48,0.76,5,236,2,0,0,0,sales,low
4755,0.19,0.99,3,154,2,0,0,0,sales,high
4756,0.95,0.71,3,223,2,0,0,0,sales,low
4757,0.96,0.81,4,211,3,0,0,0,sales,high
4758,0.63,0.89,4,192,2,0,0,0,sales,high
4759,0.81,0.8,4,227,2,1,0,0,sales,low
4760,0.5,0.88,4,265,3,1,0,0,sales,low
4761,0.76,0.72,5,228,2,0,0,0,sales,high
4762,0.84,0.49,4,152,3,0,0,0,sales,low
4763,0.2,0.95,5,169,5,0,0,0,sales,medium
4764,0.78,0.92,3,169,3,0,0,0,sales,high
4765,0.8,0.68,4,157,3,0,0,0,sales,medium
4766,0.94,0.57,4,251,2,1,0,0,sales,medium
4767,0.44,0.74,5,253,2,0,0,0,accounting,medium
4768,0.92,0.85,3,155,2,0,0,0,accounting,medium
4769,0.54,0.8,3,232,2,0,0,0,accounting,high
4770,0.56,0.56,4,195,2,0,0,0,hr,medium
4771,0.66,0.69,4,198,3,1,0,0,hr,medium
4772,0.8,0.91,3,246,3,0,0,0,hr,medium
4773,0.6,0.81,2,214,3,0,0,0,hr,high
4774,0.73,0.73,5,249,3,0,0,0,technical,medium
4775,0.55,0.74,3,211,3,1,0,0,technical,high
4776,0.7,0.71,5,269,3,0,0,0,technical,low
4777,0.53,0.68,4,214,3,0,0,0,technical,medium
4778,0.9,0.94,4,231,3,0,0,0,technical,medium
4779,0.8,0.78,3,175,3,0,0,0,technical,medium
4780,0.51,0.6,5,175,3,0,0,0,technical,medium
4781,0.86,0.96,5,238,5,0,0,0,technical,low
4782,0.63,0.79,4,228,4,0,0,0,technical,low
4783,0.83,0.93,3,220,4,0,0,0,technical,low
4784,0.85,0.55,4,233,2,1,0,0,technical,low
4785,0.8,0.57,3,225,4,0,0,0,support,low
4786,0.79,0.97,5,187,3,0,0,0,support,low
4787,0.37,0.71,3,117,3,0,0,0,support,low
4788,0.85,0.9,3,184,3,1,0,0,support,low
4789,0.76,0.56,3,216,3,0,0,0,support,low
4790,0.99,0.62,4,140,2,1,0,0,support,low
4791,0.55,0.63,3,201,2,1,0,0,support,high
4792,0.69,0.69,4,167,3,1,0,0,support,low
4793,0.68,1,5,203,2,0,0,0,support,low
4794,0.69,0.9,5,231,2,1,0,0,support,low
4795,0.65,0.7,3,141,4,0,0,0,support,low
4796,0.17,0.88,6,226,3,1,0,0,technical,high
4797,0.48,0.65,3,199,2,0,0,0,technical,low
4798,0.65,0.59,4,192,3,0,0,0,technical,low
4799,0.57,0.49,4,247,2,0,0,0,management,low
4800,0.8,0.67,3,164,3,0,0,0,IT,high
4801,0.8,0.6,5,234,2,0,0,0,IT,low
4802,0.5,0.6,2,177,3,1,0,0,IT,medium
4803,0.95,0.87,3,208,2,0,0,0,IT,high
4804,0.69,0.93,3,233,3,0,0,0,IT,medium
4805,0.74,0.57,4,172,3,0,0,0,product_mng,high
4806,0.68,0.59,3,141,3,0,0,0,product_mng,medium
4807,0.68,0.55,3,213,3,0,0,0,product_mng,medium
4808,0.65,0.37,5,128,3,1,0,0,product_mng,medium
4809,0.85,0.92,4,151,3,1,0,0,IT,medium
4810,0.49,0.48,4,247,3,0,0,0,RandD,medium
4811,0.19,0.8,6,143,4,0,0,0,RandD,medium
4812,0.95,0.61,3,164,3,0,0,0,RandD,medium
4813,0.63,0.62,3,183,3,0,0,0,RandD,medium
4814,0.83,0.8,4,274,3,0,0,0,RandD,high
4815,0.62,0.78,4,261,2,0,0,0,marketing,low
4816,0.74,0.98,5,200,3,0,0,0,sales,medium
4817,0.7,0.87,5,177,2,0,0,0,accounting,medium
4818,0.28,0.38,5,139,4,0,0,0,support,medium
4819,0.39,0.56,6,228,5,0,0,0,technical,medium
4820,0.62,0.63,3,230,2,0,0,0,management,medium
4821,0.79,0.54,5,212,4,0,0,0,marketing,medium
4822,0.87,0.74,4,265,4,0,0,0,marketing,medium
4823,0.29,0.75,3,124,4,0,0,0,marketing,medium
4824,0.37,0.88,4,155,3,0,0,0,sales,medium
4825,0.68,0.55,4,215,4,0,0,0,sales,high
4826,0.9,0.51,4,214,2,0,0,0,sales,low
4827,0.97,0.65,3,181,3,0,0,0,sales,low
4828,0.6,0.77,4,229,2,0,0,0,sales,low
4829,0.58,0.79,5,262,2,0,0,0,sales,high
4830,0.83,0.86,3,165,3,0,0,0,sales,low
4831,0.83,0.73,5,136,3,0,0,0,sales,low
4832,0.94,0.71,4,151,2,1,0,0,sales,low
4833,0.69,0.9,5,226,4,0,0,0,sales,high
4834,0.81,0.81,5,215,2,0,0,0,sales,low
4835,0.19,0.5,6,143,5,1,0,0,sales,low
4836,0.18,0.64,3,223,4,1,0,0,sales,low
4837,0.58,0.63,4,271,3,0,0,0,sales,low
4838,0.76,0.65,3,220,3,0,0,0,sales,low
4839,0.26,0.47,6,182,4,0,0,0,sales,low
4840,0.78,0.87,3,190,3,0,0,0,sales,low
4841,0.71,0.56,3,198,3,0,0,0,sales,medium
4842,0.76,0.61,3,141,2,0,0,0,sales,medium
4843,0.44,0.81,3,248,2,0,0,0,accounting,medium
4844,0.26,0.69,2,168,5,0,0,0,accounting,medium
4845,0.75,0.57,5,162,3,0,0,0,accounting,medium
4846,0.64,0.9,4,211,3,0,0,0,hr,medium
4847,0.79,0.71,4,271,3,0,0,0,hr,medium
4848,0.96,0.61,3,271,2,0,0,0,hr,medium
4849,0.63,1,5,244,2,0,0,0,hr,medium
4850,0.65,0.55,5,261,3,1,0,0,technical,medium
4851,0.76,0.81,3,225,3,0,0,0,technical,medium
4852,0.26,0.9,4,266,5,0,0,0,technical,medium
4853,0.84,0.73,3,146,5,1,0,0,technical,high
4854,0.74,0.77,3,233,3,0,0,0,technical,low
4855,0.53,0.45,4,180,3,0,0,0,technical,medium
4856,0.7,0.56,5,208,3,0,0,0,technical,medium
4857,0.62,0.69,4,165,4,1,0,0,technical,medium
4858,0.71,0.68,4,221,4,0,0,0,technical,medium
4859,0.5,0.65,3,215,2,0,0,0,technical,low
4860,0.53,0.5,6,264,6,0,0,0,technical,low
4861,0.88,0.89,2,160,4,0,0,0,support,low
4862,0.79,0.83,2,192,3,0,0,0,support,low
4863,0.69,0.89,5,201,2,0,0,0,support,low
4864,0.57,0.96,4,264,2,0,0,0,support,low
4865,0.68,0.8,4,186,3,1,0,0,support,low
4866,0.6,0.82,4,272,3,0,0,0,support,low
4867,0.7,0.9,4,216,3,0,0,0,support,low
4868,0.71,0.76,4,142,2,1,0,0,support,low
4869,0.49,0.51,4,133,3,0,0,0,support,low
4870,0.74,0.7,4,260,2,0,0,0,support,low
4871,0.2,0.93,4,101,5,0,0,0,support,low
4872,0.57,0.5,4,230,2,0,0,0,technical,low
4873,0.83,0.48,3,242,4,0,0,0,technical,low
4874,0.22,0.64,3,193,2,0,0,0,technical,low
4875,0.67,0.57,2,234,4,0,0,0,management,low
4876,0.54,0.84,3,132,3,0,0,0,IT,low
4877,0.54,0.53,4,183,3,0,0,0,IT,low
4878,0.64,0.61,4,191,4,0,0,0,IT,low
4879,0.23,0.84,5,140,4,0,0,0,IT,low
4880,0.88,0.87,5,257,3,0,0,0,IT,medium
4881,0.83,0.54,4,219,3,0,0,0,product_mng,medium
4882,0.88,0.67,5,141,2,0,0,0,product_mng,medium
4883,0.9,0.85,5,162,2,0,0,0,product_mng,medium
4884,0.49,0.61,3,181,3,0,0,0,product_mng,medium
4885,0.55,0.49,3,191,3,0,0,0,IT,medium
4886,0.92,0.69,4,149,6,1,0,0,RandD,medium
4887,0.72,0.67,3,164,4,0,0,0,RandD,medium
4888,0.63,0.5,4,235,3,0,0,0,RandD,medium
4889,0.98,0.66,3,199,3,0,0,0,RandD,medium
4890,0.76,0.52,3,248,3,0,0,0,RandD,medium
4891,0.42,0.56,2,103,3,1,0,0,marketing,medium
4892,0.58,0.65,4,248,4,0,0,0,marketing,high
4893,0.85,0.82,3,153,3,1,0,0,sales,low
4894,0.67,0.95,4,241,4,0,0,0,accounting,medium
4895,0.58,1,4,258,3,0,0,0,support,medium
4896,0.84,0.76,5,172,5,1,0,0,technical,medium
4897,0.56,0.68,3,149,2,0,0,0,management,medium
4898,0.63,0.83,4,217,3,0,0,0,marketing,low
4899,0.51,0.92,3,243,3,0,0,0,marketing,low
4900,0.95,0.81,5,120,3,0,0,0,marketing,low
4901,0.85,0.55,3,137,3,1,0,0,sales,low
4902,0.73,0.78,5,150,3,0,0,0,sales,low
4903,0.2,0.49,5,199,5,0,0,0,sales,low
4904,0.78,0.79,3,203,2,0,0,0,sales,low
4905,0.83,0.8,3,273,3,0,0,0,sales,low
4906,0.87,0.56,2,214,3,1,0,0,sales,low
4907,0.98,0.99,5,141,3,0,0,0,sales,low
4908,1,0.81,5,243,3,0,0,0,sales,low
4909,0.7,0.55,4,159,3,0,0,0,sales,low
4910,0.62,0.88,5,146,3,0,0,0,sales,low
4911,0.67,0.72,4,159,2,0,0,0,sales,low
4912,0.86,0.96,4,196,3,0,0,0,sales,low
4913,0.44,0.57,5,183,2,1,0,0,sales,low
4914,0.19,0.86,4,192,4,0,0,0,sales,low
4915,0.76,0.83,4,246,2,0,0,0,sales,low
4916,0.89,0.93,5,191,4,0,0,0,sales,low
4917,0.25,0.97,3,158,3,0,0,0,sales,low
4918,0.68,1,4,167,2,0,0,0,sales,low
4919,0.38,0.5,2,187,2,1,0,0,sales,medium
4920,0.64,0.95,4,199,4,0,0,0,accounting,medium
4921,0.76,0.62,4,157,3,0,0,0,accounting,medium
4922,0.26,0.45,2,157,3,0,0,0,accounting,medium
4923,0.69,0.67,3,178,2,0,0,0,hr,medium
4924,0.98,0.66,3,154,2,0,0,0,hr,medium
4925,0.86,0.83,5,208,2,1,0,0,hr,medium
4926,0.14,0.68,4,273,5,1,0,0,hr,medium
4927,0.58,0.63,4,159,3,0,0,0,technical,medium
4928,0.63,0.97,4,234,2,0,0,0,technical,medium
4929,0.7,0.91,5,139,3,1,0,0,technical,medium
4930,0.73,0.62,4,210,4,0,0,0,technical,medium
4931,0.89,0.52,3,164,3,0,0,0,technical,high
4932,0.17,0.61,3,241,5,1,0,0,technical,low
4933,0.86,0.73,5,259,2,0,0,0,technical,medium
4934,0.59,0.73,3,159,3,1,0,0,technical,medium
4935,0.22,0.51,4,131,2,0,0,0,technical,medium
4936,0.55,0.57,3,266,2,0,0,0,technical,medium
4937,0.74,0.6,3,153,2,0,0,0,technical,low
4938,0.55,0.54,3,253,2,0,0,0,support,low
4939,0.67,0.94,4,141,2,1,0,0,support,low
4940,0.64,0.8,3,199,3,0,0,0,support,low
4941,0.58,0.71,3,205,3,0,0,0,support,low
4942,0.9,0.6,4,252,3,0,0,0,support,low
4943,0.89,0.9,4,153,3,0,0,0,support,low
4944,0.74,0.37,2,171,4,0,0,0,support,low
4945,0.78,0.91,5,150,4,0,0,0,support,low
4946,0.97,0.53,4,247,3,0,0,0,support,low
4947,0.52,0.92,4,150,2,1,0,0,support,low
4948,0.99,0.86,4,206,2,0,0,0,support,low
4949,0.76,0.44,4,192,4,1,0,0,technical,low
4950,0.69,0.96,5,164,3,0,0,0,technical,low
4951,0.59,0.69,3,186,3,0,0,0,technical,low
4952,0.95,0.63,3,249,3,0,0,0,management,low
4953,0.69,0.81,3,214,2,0,0,0,IT,low
4954,0.76,0.75,4,193,4,0,0,0,IT,low
4955,0.7,0.84,2,114,4,0,0,0,IT,low
4956,0.87,0.6,2,122,2,0,0,0,IT,low
4957,0.44,0.55,3,170,3,1,0,0,IT,low
4958,0.54,0.91,3,151,3,0,0,0,product_mng,medium
4959,0.55,0.75,3,156,3,0,0,0,product_mng,medium
4960,0.81,0.75,5,170,3,1,0,0,product_mng,medium
4961,0.5,0.55,3,188,2,0,0,0,product_mng,medium
4962,0.93,0.74,4,201,3,1,0,0,IT,medium
4963,0.64,0.5,6,254,6,0,0,0,RandD,medium
4964,0.57,0.78,3,206,4,0,0,0,RandD,medium
4965,0.95,0.74,4,216,3,0,0,0,RandD,medium
4966,0.86,0.67,5,200,3,0,0,0,RandD,medium
4967,0.82,0.58,4,202,2,0,0,0,RandD,medium
4968,0.18,0.79,4,217,4,0,0,0,RandD,medium
4969,0.58,0.7,5,151,4,0,0,0,marketing,medium
4970,0.57,0.56,3,224,2,0,0,0,sales,high
4971,0.94,0.83,5,148,3,0,0,0,accounting,low
4972,0.2,0.97,6,224,5,1,0,0,support,medium
4973,0.73,0.75,2,243,5,1,0,0,technical,medium
4974,0.94,0.8,4,238,3,1,0,0,management,medium
4975,0.99,0.61,3,254,3,0,0,0,marketing,medium
4976,0.22,0.49,4,218,4,0,0,0,marketing,low
4977,0.67,0.66,3,237,3,0,0,0,marketing,low
4978,0.49,0.67,4,185,2,0,0,0,sales,low
4979,0.78,0.95,4,184,3,0,0,0,sales,low
4980,0.15,0.74,2,176,3,1,0,0,sales,low
4981,0.91,0.89,4,260,3,0,0,0,sales,low
4982,0.7,0.78,4,254,4,0,0,0,sales,low
4983,0.6,0.95,3,221,3,0,0,0,sales,low
4984,0.59,0.57,5,257,2,0,0,0,sales,low
4985,0.59,0.93,3,265,3,1,0,0,sales,low
4986,0.55,0.64,3,138,3,1,0,0,sales,low
4987,0.42,0.75,3,163,2,1,0,0,sales,low
4988,0.57,0.81,3,144,3,0,0,0,sales,low
4989,0.72,0.51,3,146,2,1,0,0,sales,low
4990,0.83,0.81,3,242,6,0,0,0,sales,low
4991,0.89,0.93,4,249,3,0,0,0,sales,low
4992,0.55,0.59,3,245,3,0,0,0,sales,low
4993,0.53,0.75,4,201,2,0,0,0,sales,low
4994,0.74,0.59,4,177,4,1,0,0,sales,medium
4995,0.63,0.98,4,160,2,0,0,0,sales,medium
4996,0.63,0.4,6,177,2,1,0,0,sales,medium
4997,0.61,0.97,4,153,3,0,0,0,accounting,medium
4998,0.76,0.79,3,197,5,0,0,0,accounting,medium
4999,0.67,0.82,4,246,4,0,0,0,accounting,medium
5000,0.51,0.95,4,258,3,0,0,0,hr,medium
5001,0.67,0.55,3,137,3,0,0,0,hr,medium
5002,0.16,0.94,3,178,4,0,0,0,hr,medium
5003,0.34,0.85,4,123,4,0,0,0,hr,medium
5004,0.58,0.73,5,162,3,1,0,0,technical,medium
5005,0.5,0.71,5,210,5,0,0,0,technical,medium
5006,0.56,0.48,4,197,3,1,0,0,technical,high
5007,0.56,0.98,3,220,3,0,0,0,technical,low
5008,0.74,0.71,4,133,2,0,0,0,technical,medium
5009,0.69,0.99,3,198,2,0,0,0,technical,medium
5010,0.15,0.81,4,160,5,0,0,0,technical,medium
5011,0.58,0.67,2,180,2,0,0,0,technical,medium
5012,0.8,0.79,3,217,3,0,0,0,technical,low
5013,0.5,0.57,3,223,3,0,0,0,technical,low
5014,0.66,0.92,4,229,2,0,0,0,technical,low
5015,0.81,0.78,4,159,3,0,0,0,support,low
5016,0.14,0.68,5,253,5,0,0,0,support,low
5017,0.92,0.85,3,235,2,0,0,0,support,low
5018,0.69,0.91,4,186,3,0,0,0,support,low
5019,0.66,0.99,4,263,2,0,0,0,support,low
5020,0.85,0.39,4,239,4,0,0,0,support,low
5021,0.83,0.69,4,151,2,0,0,0,support,low
5022,1,0.49,3,106,4,0,0,0,support,low
5023,0.68,0.65,3,183,4,0,0,0,support,low
5024,0.26,0.97,3,125,2,0,0,0,support,low
5025,0.35,0.41,3,157,2,0,0,0,support,low
5026,0.12,0.58,3,241,2,0,0,0,technical,low
5027,0.91,0.93,4,184,3,0,0,0,technical,low
5028,0.65,0.67,4,144,3,0,0,0,technical,low
5029,0.78,0.72,3,255,4,1,0,0,management,low
5030,0.61,0.82,3,261,4,0,0,0,IT,low
5031,0.64,0.51,4,207,2,0,0,0,IT,low
5032,0.58,0.73,4,205,4,0,0,0,IT,low
5033,0.63,0.76,4,217,2,1,0,0,IT,medium
5034,0.94,0.6,4,215,2,1,0,0,IT,medium
